Age,Edu,Comm,Duration,Campaign,PosDays,Last_out,Var_rate,Price_idx,Conf_idx,Month_rate,Quarterly_emp,Target
35,basic.4y,cellular,316,1,999,failure,-0.1,93.2,-42,4.12,5195.8,0
55,university.degree,cellular,122,5,999,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
43,basic.4y,telephone,255,1,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
53,university.degree,cellular,888,2,999,failure,-0.1,93.2,-42,4.076,5195.8,1
41,basic.9y,telephone,378,2,999,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
44,professional.course,telephone,259,1,999,nonexistent,1.1,93.994,-36.4,4.858,5191,0
39,high.school,telephone,173,7,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
45,basic.6y,telephone,322,11,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
39,university.degree,cellular,653,4,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
36,high.school,cellular,91,2,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
51,high.school,cellular,228,4,999,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,1
43,basic.4y,cellular,69,1,999,failure,-1.8,92.893,-46.2,1.281,5099.1,0
53,high.school,cellular,209,4,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,university.degree,telephone,195,1,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
19,unknown,cellular,438,1,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
34,university.degree,cellular,662,4,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1
51,basic.9y,cellular,104,4,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
39,professional.course,cellular,483,1,999,failure,-0.1,93.2,-42,4.191,5195.8,0
35,high.school,cellular,131,2,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
42,basic.9y,telephone,442,8,999,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
43,university.degree,cellular,382,2,999,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
29,high.school,cellular,217,2,999,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
39,university.degree,cellular,173,9,999,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
49,university.degree,cellular,116,1,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
30,high.school,cellular,214,3,3,success,-1.8,92.893,-46.2,1.354,5099.1,1
32,basic.6y,telephone,59,4,999,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
55,professional.course,telephone,147,1,999,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
29,unknown,cellular,170,5,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
47,basic.9y,cellular,238,1,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
49,university.degree,cellular,164,1,999,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0
38,professional.course,telephone,214,2,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
37,university.degree,cellular,244,1,999,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
56,professional.course,telephone,73,1,999,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,0
44,high.school,cellular,263,1,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
54,high.school,cellular,197,1,999,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
46,university.degree,cellular,165,3,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
25,university.degree,cellular,529,2,999,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,1
40,high.school,cellular,90,3,3,success,-3.4,92.649,-30.1,0.714,5017.5,1
29,professional.course,cellular,154,3,999,failure,-0.1,93.2,-42,4.153,5195.8,0
43,professional.course,telephone,468,6,999,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
36,university.degree,cellular,104,2,999,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
34,unknown,cellular,51,2,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
47,basic.9y,telephone,224,2,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
53,high.school,telephone,64,4,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
30,high.school,telephone,151,3,999,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
32,high.school,cellular,40,1,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
39,high.school,cellular,49,3,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
53,high.school,cellular,101,2,999,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
35,university.degree,cellular,246,1,999,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
57,basic.6y,cellular,64,1,999,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,0
35,university.degree,cellular,200,3,999,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
35,university.degree,cellular,448,1,999,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
26,high.school,telephone,123,2,999,nonexistent,1.1,93.994,-36.4,4.864,5191,0
29,professional.course,cellular,273,3,999,failure,-1.1,94.199,-37.5,0.879,4963.6,1
31,professional.course,cellular,476,2,999,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
50,professional.course,cellular,1144,3,999,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
46,professional.course,cellular,721,5,999,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
36,high.school,cellular,98,6,999,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
32,high.school,cellular,426,1,999,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
54,professional.course,cellular,78,1,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
32,university.degree,cellular,25,13,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
42,basic.6y,telephone,60,2,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,high.school,cellular,26,1,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
61,professional.course,cellular,219,1,999,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1
37,university.degree,cellular,230,3,999,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
30,unknown,cellular,69,1,999,failure,-3,92.713,-33,0.717,5023.5,0
28,high.school,telephone,200,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
46,university.degree,cellular,364,1,999,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
53,unknown,telephone,202,1,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
53,basic.6y,cellular,101,2,999,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
58,professional.course,telephone,518,1,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41,basic.9y,telephone,404,2,999,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
46,basic.4y,cellular,414,8,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
33,university.degree,cellular,152,3,999,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
40,basic.9y,telephone,94,2,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
30,university.degree,cellular,272,3,999,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0
38,high.school,telephone,224,5,999,nonexistent,1.1,93.994,-36.4,4.864,5191,0
53,high.school,cellular,62,2,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,high.school,telephone,193,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,basic.4y,telephone,206,2,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
61,basic.4y,cellular,374,1,999,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,1
32,high.school,telephone,324,1,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
29,university.degree,cellular,124,1,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
38,university.degree,cellular,6,1,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
53,university.degree,telephone,404,2,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
47,basic.6y,cellular,201,2,999,failure,-1.8,92.893,-46.2,1.266,5099.1,0
39,professional.course,telephone,432,4,999,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1
35,university.degree,telephone,159,9,999,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
33,high.school,cellular,175,1,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
38,basic.6y,cellular,126,1,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
55,university.degree,telephone,74,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
25,basic.9y,cellular,92,1,999,failure,-3.4,92.379,-29.8,0.797,5017.5,0
30,university.degree,telephone,425,6,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
34,professional.course,cellular,65,2,999,failure,-1.8,92.893,-46.2,1.281,5099.1,0
43,high.school,telephone,127,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,unknown,cellular,51,4,999,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,university.degree,telephone,28,1,999,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
45,high.school,cellular,537,5,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
49,professional.course,telephone,147,1,999,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
70,unknown,cellular,346,2,999,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
56,professional.course,cellular,157,5,999,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
41,university.degree,cellular,97,1,999,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,0
57,university.degree,cellular,86,2,999,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
29,high.school,cellular,63,1,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
29,basic.4y,cellular,13,9,999,failure,-1.8,92.893,-46.2,1.25,5099.1,0
42,basic.4y,telephone,322,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,high.school,telephone,161,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,basic.9y,cellular,267,1,999,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
28,university.degree,cellular,647,4,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
32,university.degree,cellular,178,2,999,failure,-3.4,92.649,-30.1,0.715,5017.5,0
31,university.degree,telephone,102,4,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
35,professional.course,cellular,137,1,999,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
45,university.degree,cellular,139,6,999,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
46,basic.9y,cellular,124,1,999,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
21,high.school,telephone,172,2,999,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
48,university.degree,cellular,50,1,999,failure,-0.1,93.2,-42,4.191,5195.8,0
35,university.degree,cellular,229,6,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
55,basic.9y,telephone,16,3,999,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
33,basic.9y,cellular,239,2,999,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
48,professional.course,telephone,485,4,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
38,university.degree,telephone,70,3,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
31,university.degree,cellular,176,1,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
37,university.degree,cellular,138,3,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
46,university.degree,telephone,41,1,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
50,basic.4y,telephone,244,2,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
38,high.school,cellular,295,2,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
29,university.degree,telephone,1147,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,university.degree,telephone,206,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,basic.4y,cellular,107,2,999,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
54,high.school,cellular,313,1,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
54,high.school,telephone,130,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
24,basic.9y,cellular,250,1,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
47,basic.4y,telephone,47,1,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
52,high.school,cellular,734,1,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
51,university.degree,cellular,166,7,999,failure,-2.9,92.469,-33.6,0.979,5076.2,0
45,high.school,cellular,249,3,999,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
48,basic.9y,cellular,85,2,999,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
49,high.school,telephone,7,12,999,nonexistent,1.1,93.994,-36.4,4.858,5191,0
46,basic.9y,cellular,62,1,999,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
39,university.degree,cellular,407,1,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
37,high.school,cellular,69,2,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
44,high.school,cellular,215,1,999,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
26,high.school,cellular,130,6,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
42,professional.course,cellular,355,2,999,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
48,basic.4y,cellular,119,2,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
57,basic.6y,cellular,259,1,999,failure,-1.8,92.893,-46.2,1.259,5099.1,0
39,university.degree,telephone,43,9,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
50,basic.6y,telephone,105,3,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
45,professional.course,cellular,702,1,999,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
31,professional.course,cellular,292,2,999,failure,-1.8,93.369,-34.8,0.655,5008.7,1
52,university.degree,telephone,678,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,high.school,telephone,125,1,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
29,high.school,cellular,574,2,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
49,basic.9y,cellular,199,5,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
45,university.degree,telephone,8,12,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,professional.course,cellular,276,3,999,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
27,university.degree,telephone,86,1,999,failure,-1.8,92.893,-46.2,1.264,5099.1,0
55,university.degree,cellular,464,5,999,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
57,high.school,telephone,147,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,unknown,telephone,149,2,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
35,basic.9y,cellular,204,2,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
51,basic.4y,cellular,116,1,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
48,basic.9y,cellular,253,3,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
59,university.degree,cellular,217,3,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
45,unknown,telephone,61,6,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
44,basic.4y,telephone,160,2,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
44,unknown,cellular,140,2,999,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
30,university.degree,cellular,287,1,999,failure,-1.8,92.893,-46.2,1.266,5099.1,0
28,basic.9y,telephone,663,3,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
32,high.school,cellular,642,3,10,success,-1.8,92.893,-46.2,1.244,5099.1,1
35,basic.9y,cellular,117,3,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
55,university.degree,cellular,204,3,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36,university.degree,telephone,233,3,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,basic.6y,telephone,774,1,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
36,high.school,telephone,19,2,999,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
53,university.degree,cellular,397,3,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
33,basic.9y,cellular,116,2,999,failure,-1.8,92.893,-46.2,1.334,5099.1,0
28,university.degree,cellular,187,2,6,success,-1.7,94.027,-38.3,0.899,4991.6,1
46,basic.6y,cellular,245,2,999,failure,-1.8,92.893,-46.2,1.327,5099.1,0
30,professional.course,telephone,10,1,999,nonexistent,-1.7,94.027,-38.3,0.891,4991.6,0
27,high.school,cellular,1105,2,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
39,basic.9y,telephone,504,4,999,nonexistent,1.1,93.994,-36.4,4.856,5191,1
28,high.school,cellular,1073,1,999,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
39,basic.9y,cellular,323,1,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
39,university.degree,cellular,185,1,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
20,high.school,cellular,187,2,999,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0
24,high.school,telephone,113,1,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
49,basic.4y,cellular,34,1,999,failure,-0.1,93.2,-42,4.153,5195.8,0
44,basic.4y,cellular,150,1,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
31,professional.course,telephone,163,2,999,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
43,basic.9y,cellular,318,7,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44,university.degree,cellular,1210,2,999,failure,-0.1,93.2,-42,4.191,5195.8,1
48,university.degree,telephone,360,1,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
26,high.school,cellular,134,4,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
46,high.school,telephone,375,3,999,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
52,basic.4y,cellular,85,3,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
38,high.school,cellular,83,5,999,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,0
43,professional.course,cellular,293,1,999,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1
33,basic.6y,telephone,101,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27,high.school,cellular,80,4,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
40,high.school,cellular,154,1,999,failure,-2.9,92.963,-40.8,1.262,5076.2,0
43,professional.course,telephone,112,2,999,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
39,basic.9y,telephone,650,3,999,nonexistent,1.1,93.994,-36.4,4.856,5191,1
29,university.degree,telephone,211,1,999,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
44,basic.4y,telephone,546,1,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
32,university.degree,cellular,131,1,999,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0
36,high.school,cellular,111,4,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
46,unknown,cellular,466,3,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
27,university.degree,cellular,303,2,999,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,0
34,university.degree,cellular,283,1,999,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
41,unknown,cellular,536,2,999,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
26,basic.6y,cellular,1833,2,999,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
51,university.degree,cellular,396,4,999,failure,-1.7,94.215,-40.3,0.899,4991.6,1
41,basic.9y,cellular,160,1,999,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
43,unknown,cellular,128,7,999,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
43,basic.6y,cellular,150,1,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
37,university.degree,cellular,205,8,999,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
47,professional.course,cellular,352,5,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
30,high.school,telephone,65,1,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,university.degree,telephone,232,1,999,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
37,university.degree,cellular,85,3,999,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
42,university.degree,cellular,126,2,999,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
57,basic.4y,telephone,97,1,999,nonexistent,1.1,93.994,-36.4,4.858,5191,0
33,professional.course,cellular,153,1,999,failure,-1.8,93.075,-47.1,1.405,5099.1,0
36,unknown,cellular,572,2,999,nonexistent,-1.8,93.749,-34.6,0.663,5008.7,0
56,university.degree,cellular,178,2,3,success,-3.4,92.649,-30.1,0.716,5017.5,1
36,high.school,telephone,97,4,999,nonexistent,1.4,93.918,-42.7,4.956,5228.1,0
57,university.degree,cellular,200,1,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
28,basic.4y,cellular,52,2,999,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
49,high.school,telephone,86,1,999,failure,-1.8,92.893,-46.2,1.299,5099.1,0
32,university.degree,cellular,217,2,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
42,high.school,telephone,140,2,999,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
33,professional.course,telephone,259,6,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
45,university.degree,telephone,79,3,999,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
29,university.degree,cellular,101,1,999,nonexistent,-1.8,92.843,-50,1.663,5099.1,0
45,unknown,telephone,541,1,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
57,unknown,telephone,446,2,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
44,professional.course,cellular,90,4,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
39,high.school,telephone,185,4,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,high.school,telephone,49,1,999,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,0
38,high.school,telephone,358,3,999,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
33,high.school,cellular,503,3,999,failure,-1.8,92.893,-46.2,1.299,5099.1,0
32,high.school,cellular,98,1,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
51,basic.4y,telephone,249,2,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
68,basic.4y,cellular,220,2,999,failure,-1.7,94.055,-39.8,0.742,4991.6,0
39,basic.6y,telephone,286,3,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
31,high.school,cellular,48,1,999,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
45,basic.9y,cellular,146,2,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
29,university.degree,cellular,308,4,999,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
47,basic.6y,cellular,308,2,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,high.school,telephone,230,1,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
52,basic.4y,telephone,65,1,999,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
30,basic.9y,telephone,117,3,999,nonexistent,1.1,93.994,-36.4,4.858,5191,0
29,basic.6y,cellular,16,7,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
33,basic.6y,cellular,172,2,999,failure,-1.8,92.893,-46.2,1.266,5099.1,0
39,university.degree,telephone,175,3,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
55,high.school,cellular,191,1,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
37,high.school,cellular,114,4,999,failure,-1.7,94.215,-40.3,0.782,4991.6,0
26,basic.9y,telephone,184,1,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
45,basic.9y,cellular,167,1,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31,university.degree,cellular,172,2,999,failure,-1.8,92.893,-46.2,1.266,5099.1,0
52,high.school,cellular,231,4,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
30,professional.course,cellular,156,4,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
43,university.degree,telephone,87,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,high.school,telephone,144,1,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
52,high.school,telephone,73,2,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
24,basic.9y,telephone,764,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,1
27,university.degree,cellular,345,1,999,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,1
44,university.degree,cellular,662,2,2,success,-1.8,93.876,-40,0.682,5008.7,1
54,university.degree,cellular,773,2,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
49,basic.9y,cellular,204,1,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
45,high.school,cellular,42,1,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,basic.4y,telephone,33,2,999,nonexistent,1.1,93.994,-36.4,4.864,5191,0
30,university.degree,cellular,170,3,999,nonexistent,-1.8,92.843,-50,1.811,5099.1,0
30,high.school,telephone,162,1,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
54,basic.9y,telephone,152,1,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
34,high.school,cellular,581,4,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
39,university.degree,telephone,319,3,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
35,high.school,telephone,176,4,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
32,high.school,cellular,472,2,999,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
38,basic.4y,telephone,31,6,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
47,high.school,cellular,222,1,999,failure,-1.8,93.075,-47.1,1.405,5099.1,0
36,university.degree,cellular,825,1,6,success,-3.4,92.431,-26.9,0.735,5017.5,1
33,university.degree,cellular,118,2,999,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
30,university.degree,cellular,121,1,999,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
37,university.degree,cellular,1505,3,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
41,high.school,telephone,254,2,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
40,university.degree,cellular,281,1,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32,professional.course,cellular,68,1,999,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
61,basic.4y,cellular,62,1,999,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
47,university.degree,telephone,155,1,999,nonexistent,1.1,93.994,-36.4,4.864,5191,0
53,basic.9y,cellular,578,2,999,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
25,basic.4y,cellular,64,2,999,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
48,high.school,telephone,88,3,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
40,university.degree,cellular,108,1,999,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
34,university.degree,cellular,106,1,999,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
58,university.degree,telephone,56,9,999,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
31,basic.9y,cellular,65,1,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
31,high.school,cellular,187,1,999,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
31,high.school,cellular,82,3,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
